genome	ANI98	ANI99
GCA_002767825.1	GCA_000005845.2	GCA_000010385.1
GCA_002767875.1	GCA_000005845.2	GCA_000010765.1
GCA_002767935.1	GCA_000005845.2	GCA_000010385.1
GCA_002768015.1	GCA_000005845.2	GCA_000010765.1
GCA_002768075.1	GCA_000005845.2	GCA_000010765.1
GCA_002768135.1	GCA_000005845.2	GCA_000010765.1
GCA_002768165.1	GCA_000005845.2	GCA_000010385.1
GCA_002768195.1	GCA_000005845.2	GCA_000010385.1
GCA_002768285.1	GCA_000005845.2	GCA_000010385.1
GCA_002768315.1	GCA_000005845.2	GCA_000010385.1
GCA_002768415.1	GCA_000005845.2	GCA_000010765.1
GCA_002768445.1	GCA_000005845.2	GCA_000010385.1
GCA_002768515.1	GCA_000005845.2	GCA_000010385.1
GCA_002768535.1	GCA_000005845.2	GCA_000010765.1
GCA_002768555.1	GCA_000005845.2	GCA_000010765.1
GCA_002768575.1	GCA_000005845.2	GCA_000010765.1
GCA_002768595.1	GCA_000005845.2	GCA_000010765.1
GCA_002768615.1	GCA_000005845.2	GCA_000010765.1
GCA_002768635.1	GCA_000005845.2	GCA_000010385.1
GCA_002768655.1	GCA_000005845.2	GCA_000010765.1
GCA_002768675.1	GCA_000005845.2	GCA_000010765.1
GCA_002768695.1	GCA_000005845.2	GCA_000010385.1
GCA_002768715.1	GCA_000005845.2	GCA_000010765.1
GCA_002768735.1	GCA_000005845.2	GCA_000010765.1
GCA_002768755.1	GCA_000005845.2	GCA_000010385.1
GCA_002768775.1	GCA_000005845.2	GCA_000010765.1
GCA_002768795.1	GCA_000005845.2	GCA_000010765.1
GCA_002768815.1	GCA_000005845.2	GCA_000010385.1
GCA_002768835.1	GCA_000005845.2	GCA_000010765.1
GCA_002768855.1	GCA_000005845.2	GCA_000010385.1
GCA_002768875.1	GCA_000005845.2	GCA_000010765.1
GCA_002768895.1	GCA_000005845.2	GCA_000010765.1
GCA_002768915.1	GCA_000005845.2	GCA_000010765.1
GCA_002768935.1	GCA_000005845.2	GCA_000010385.1
GCA_002768955.1	GCA_000005845.2	GCA_000010385.1
GCA_002768975.1	GCA_000005845.2	GCA_000010385.1
GCA_002768995.1	GCA_000005845.2	GCA_000010765.1
GCA_002769015.1	GCA_000005845.2	GCA_000010385.1
GCA_002769035.1	GCA_000005845.2	GCA_000010765.1
GCA_002769055.1	GCA_000005845.2	GCA_000010765.1
GCA_002769075.1	GCA_000005845.2	GCA_000010765.1
GCA_002769095.1	GCA_000005845.2	GCA_000010385.1
GCA_002769115.1	GCA_000005845.2	GCA_000010765.1
GCA_002769135.1	GCA_000005845.2	GCA_000010765.1
GCA_002769155.1	GCA_000005845.2	GCA_000010765.1
GCA_002769175.1	GCA_000005845.2	GCA_000010745.1
GCA_002769195.1	GCA_000005845.2	GCA_000010385.1
GCA_002769215.1	GCA_000005845.2	GCA_000010385.1
GCA_002769235.1	GCA_000005845.2	GCA_000010765.1
GCA_002769255.1	GCA_000005845.2	GCA_000010765.1
GCA_002769275.1	GCA_000005845.2	GCA_000010765.1
GCA_002769295.1	GCA_000005845.2	GCA_000010765.1
GCA_002769315.1	GCA_000005845.2	GCA_000010765.1
GCA_002769335.1	GCA_000005845.2	GCA_000010385.1
GCA_002769355.1	GCA_000005845.2	GCA_000010765.1
GCA_002769375.1	GCA_000005845.2	GCA_000010385.1
GCA_002769395.1	GCA_000005845.2	GCA_000010385.1
GCA_002769415.1	GCA_000005845.2	GCA_000010385.1
GCA_002769435.1	GCA_000005845.2	GCA_000010765.1
GCA_002769455.1	GCA_000005845.2	GCA_000010385.1
GCA_002769475.1	GCA_000005845.2	GCA_000010765.1
GCA_002769495.1	GCA_000005845.2	GCA_000010765.1
GCA_002769515.1	GCA_000005845.2	GCA_000010765.1
GCA_002769535.1	GCA_000005845.2	GCA_000010385.1
GCA_002769555.1	GCA_000005845.2	GCA_000010765.1
GCA_002769575.1	GCA_000005845.2	GCA_000010385.1
GCA_002769595.1	GCA_000005845.2	GCA_000010765.1
GCA_002769615.1	GCA_000005845.2	GCA_000010765.1
GCA_002769635.1	GCA_000005845.2	GCA_000010385.1
GCA_002769655.1	GCA_000005845.2	GCA_000010765.1
GCA_002769675.1	GCA_000005845.2	GCA_000010765.1
GCA_002769695.1	GCA_000005845.2	GCA_000010765.1
GCA_002769715.1	GCA_000005845.2	GCA_000010385.1
GCA_002769735.1	GCA_000005845.2	GCA_000010385.1
GCA_002769755.1	GCA_000005845.2	GCA_000010765.1
GCA_002769775.1	GCA_000005845.2	GCA_000010385.1
GCA_002769795.1	GCA_000005845.2	GCA_000010765.1
GCA_002769815.1	GCA_000005845.2	GCA_000010385.1
GCA_002769835.1	GCA_000005845.2	GCA_000010385.1
GCA_002769855.1	GCA_000005845.2	GCA_000010385.1
GCA_002769875.1	GCA_000005845.2	GCA_000010765.1
GCA_002769895.1	GCA_000005845.2	GCA_000010385.1
GCA_002769915.1	GCA_000005845.2	GCA_000010765.1
GCA_002769935.1	GCA_000005845.2	GCA_000010765.1
GCA_002769955.1	GCA_000005845.2	GCA_000010385.1
GCA_002769975.1	GCA_000005845.2	GCA_000010765.1
GCA_002769995.1	GCA_000005845.2	GCA_000010765.1
GCA_002770015.1	GCA_000005845.2	GCA_000010385.1
GCA_002770035.1	GCA_000005845.2	GCA_000010765.1
GCA_002770055.1	GCA_000005845.2	GCA_000010385.1
GCA_002770075.1	GCA_000005845.2	GCA_000010765.1
GCA_002770095.1	GCA_000005845.2	GCA_000010385.1
GCA_002770115.1	GCA_000005845.2	GCA_000010765.1
GCA_002770135.1	GCA_000005845.2	GCA_000010765.1
GCA_002770155.1	GCA_000005845.2	GCA_000010385.1
GCA_002770175.1	GCA_000005845.2	GCA_000010765.1
GCA_002770195.1	GCA_000005845.2	GCA_000010385.1
GCA_002770215.1	GCA_000005845.2	GCA_000010765.1
GCA_002770235.1	GCA_000005845.2	GCA_000010765.1
GCA_002770255.1	GCA_000005845.2	GCA_000010385.1
GCA_002770275.1	GCA_000005845.2	GCA_000010765.1
GCA_002770295.1	GCA_000005845.2	GCA_000010765.1
GCA_002770315.1	GCA_000005845.2	GCA_000010385.1
GCA_002770335.1	GCA_000005845.2	GCA_000010765.1
GCA_002770355.1	GCA_000005845.2	GCA_000010385.1
GCA_002770375.1	GCA_000005845.2	GCA_000010765.1
GCA_002770395.1	GCA_000005845.2	GCA_000010765.1
GCA_002770415.1	GCA_000005845.2	GCA_000010385.1
GCA_002770435.1	GCA_000005845.2	GCA_000010765.1
GCA_002770455.1	GCA_000005845.2	GCA_000010385.1
GCA_002770475.1	GCA_000005845.2	GCA_000010765.1
GCA_002770495.1	GCA_000005845.2	GCA_000010385.1
GCA_002770515.1	GCA_000005845.2	GCA_000010765.1
GCA_002770535.1	GCA_000005845.2	GCA_000010765.1
GCA_002775135.1	GCA_000171935.1	GCA_000006665.1
GCA_002776495.1	GCA_000005845.2	GCA_000005845.2
GCA_002786655.1	GCA_000005845.2	GCA_000005845.2
GCA_002787215.1	GCA_000026325.1	GCA_000350785.1
GCA_002787315.1	GCA_000005845.2	GCA_000005845.2
GCA_002787545.1	GCA_000005845.2	GCA_000005845.2
GCA_002787645.1	GCA_000019645.1	GCA_000242015.1
GCA_002787935.1	GCA_000005845.2	GCA_002152115.1
GCA_002788115.1	GCA_000026325.1	GCA_000350785.1
GCA_002788295.1	GCA_000005845.2	GCA_000005845.2
GCA_002794825.1	GCA_000005845.2	GCA_000005845.2
GCA_002794845.1	GCA_000005845.2	GCA_000005845.2
GCA_002794855.1	GCA_000005845.2	GCA_000017765.1
GCA_002794865.1	GCA_000005845.2	GCA_000017765.1
GCA_002794895.1	GCA_000005845.2	GCA_000010385.1
GCA_002794925.1	GCA_000005845.2	GCA_000010385.1
GCA_002794945.1	GCA_000005845.2	GCA_000010385.1
GCA_002794965.1	GCA_000005845.2	GCA_000005845.2
GCA_002794985.1	GCA_000005845.2	GCA_000005845.2
GCA_002795005.1	GCA_000005845.2	GCA_000005845.2
GCA_002795025.1	GCA_000005845.2	GCA_000005845.2
GCA_002795045.1	GCA_000005845.2	GCA_000005845.2
GCA_002795065.1	GCA_000005845.2	GCA_000010385.1
GCA_002795085.1	GCA_000171935.1	GCA_000006665.1
GCA_002795105.1	GCA_000171935.1	GCA_000006665.1
GCA_002795115.1	GCA_000005845.2	GCA_000010385.1
GCA_002795125.1	GCA_000005845.2	GCA_000010385.1
GCA_002795365.1	GCA_000005845.2	GCA_000194395.2
GCA_002796445.1	GCA_000005845.2	GCA_000010385.1
GCA_002796585.1	GCA_000007445.1	GCA_000007445.1
GCA_002796915.1	GCA_000005845.2	GCA_000010385.1
GCA_002797055.1	GCA_000007445.1	GCA_000446285.1
GCA_002797075.1	GCA_000007445.1	GCA_000446285.1
GCA_002803475.1	GCA_000007445.1	GCA_000007445.1
GCA_002803805.2	GCA_000005845.2	GCA_000408585.1
GCA_002803905.1	GCA_000005845.2	GCA_000164215.1
GCA_002804345.1	GCA_000005845.2	GCA_000164215.1
GCA_002806745.1	GCA_000005845.2	GCA_000006665.1
GCA_002806795.1	GCA_000005845.2	GCA_000006665.1
GCA_002806825.1	GCA_000005845.2	GCA_000006665.1
GCA_002809865.1	GCA_000005845.2	GCA_000010385.1
GCA_002809875.1	GCA_000005845.2	GCA_000010385.1
GCA_002809905.1	GCA_000005845.2	GCA_000164215.1
GCA_002809935.1	GCA_000005845.2	GCA_000005845.2
GCA_002810025.1	GCA_000007445.1	GCA_000013305.1
GCA_002810035.1	GCA_000007445.1	GCA_000007445.1
GCA_002810045.1	GCA_000007445.1	GCA_000007445.1
GCA_002810085.1	GCA_000007445.1	GCA_000007445.1
GCA_002810105.1	GCA_000007445.1	GCA_000295775.2
GCA_002810125.1	GCA_000026325.1	GCA_000026325.1
GCA_002810135.1	GCA_000176695.2	GCA_002193155.1
GCA_002810165.1	GCA_000005845.2	GCA_000005845.2
GCA_002810185.1	GCA_000007445.1	GCA_000014845.1
GCA_002810235.1	GCA_000005845.2	GCA_000010385.1
GCA_002810265.1	GCA_000005845.2	GCA_000010385.1
GCA_002810655.1	GCA_000005845.2	GCA_000010385.1
GCA_002810665.1	GCA_000005845.2	GCA_000010385.1
GCA_002810695.1	GCA_000190955.1	GCA_000190955.1
GCA_002810705.1	GCA_000005845.2	GCA_000010745.1
GCA_002810735.1	GCA_000005845.2	GCA_000010385.1
GCA_002810755.1	GCA_000005845.2	GCA_000010745.1
GCA_002810765.1	GCA_000005845.2	GCA_000010385.1
GCA_002810775.1	GCA_000176695.2	GCA_000176695.2
GCA_002810785.1	GCA_000176695.2	GCA_000176695.2
GCA_002810835.1	GCA_000005845.2	GCA_000010745.1
GCA_002810845.1	GCA_000005845.2	GCA_000010385.1
GCA_002810875.1	GCA_000005845.2	GCA_000010745.1
GCA_002810885.1	GCA_000005845.2	GCA_000010385.1
GCA_002810895.1	GCA_000005845.2	GCA_000460255.1
GCA_002810905.1	GCA_000019645.1	GCA_000242015.1
GCA_002810955.1	GCA_000005845.2	GCA_000010385.1
GCA_002811555.1	GCA_000005845.2	GCA_000164215.1
GCA_002811605.1	GCA_000005845.2	GCA_000005845.2
GCA_002811725.1	GCA_000005845.2	GCA_000010385.1
GCA_002812545.1	GCA_000005845.2	GCA_002812545.1
GCA_002812685.1	GCA_000005845.2	GCA_000164215.1
GCA_002834305.1	GCA_000005845.2	GCA_000010385.1
GCA_002834345.1	GCA_000005845.2	GCA_000010385.1
GCA_002834355.1	GCA_000005845.2	GCA_000010385.1
GCA_002834405.1	GCA_000005845.2	GCA_000010385.1
GCA_002834415.1	GCA_000005845.2	GCA_000010385.1
GCA_002834425.1	GCA_000005845.2	GCA_000010745.1
GCA_002834445.1	GCA_000005845.2	GCA_000010385.1
GCA_002834485.1	GCA_000005845.2	GCA_000010385.1
GCA_002834495.1	GCA_000005845.2	GCA_000010385.1
GCA_002834515.1	GCA_000005845.2	GCA_000010745.1
GCA_002835065.1	GCA_000005845.2	GCA_000797975.1
GCA_002835085.1	GCA_000005845.2	GCA_000010745.1
GCA_002835095.1	GCA_000005845.2	GCA_000010385.1
GCA_002835125.1	GCA_000005845.2	GCA_000010745.1
GCA_002835135.1	GCA_000005845.2	GCA_000010385.1
GCA_002835165.1	GCA_000005845.2	GCA_000010745.1
GCA_002835175.1	GCA_000005845.2	GCA_000010385.1
GCA_002835565.1	GCA_000005845.2	GCA_000005845.2
GCA_002835745.1	GCA_000019645.1	GCA_000242015.1
GCA_002837295.1	GCA_000176695.2	GCA_000176695.2
GCA_002837305.1	GCA_000005845.2	GCA_000010385.1
GCA_002837335.1	GCA_000005845.2	GCA_000010745.1
GCA_002837355.1	GCA_000005845.2	GCA_000010745.1
GCA_002837365.1	GCA_000176695.2	GCA_000176695.2
GCA_002837435.1	GCA_000005845.2	GCA_000010385.1
GCA_002837455.1	GCA_000005845.2	GCA_000010385.1
GCA_002837475.1	GCA_000005845.2	GCA_000010385.1
GCA_002837515.1	GCA_000005845.2	GCA_000005845.2
GCA_002837535.1	GCA_000005845.2	GCA_000010385.1
GCA_002837545.1	GCA_000005845.2	GCA_000010385.1
GCA_002837555.1	GCA_000005845.2	GCA_000010745.1
GCA_002843685.1	GCA_000005845.2	GCA_000005845.2
GCA_002843705.1	GCA_000005845.2	GCA_000005845.2
GCA_002844165.1	GCA_000005845.2	GCA_000194395.2
GCA_002844415.1	GCA_000005845.2	GCA_000010745.1
GCA_002844475.1	GCA_000005845.2	GCA_000010385.1
GCA_002844495.1	GCA_000005845.2	GCA_000164235.1
GCA_002844685.1	GCA_000007445.1	GCA_000014845.1
GCA_002846135.1	GCA_000007445.1	GCA_000014845.1
GCA_002848165.1	GCA_000005845.2	GCA_000010385.1
GCA_002848225.1	GCA_000005845.2	GCA_000005845.2
GCA_002848325.1	GCA_000005845.2	GCA_000005845.2
GCA_002849125.1	GCA_000019645.1	GCA_000474825.1
GCA_002850675.5	GCA_000005845.2	GCA_000005845.2
GCA_002853655.1	GCA_000005845.2	GCA_000005845.2
GCA_002853715.1	GCA_000176695.2	GCA_000176695.2
GCA_002853805.1	GCA_000005845.2	GCA_000164215.1
GCA_002853965.1	GCA_000005845.2	GCA_000357165.1
GCA_002854065.1	GCA_000171935.1	GCA_000627435.1
GCA_002855325.1	GCA_000005845.2	GCA_000005845.2
GCA_002855415.1	GCA_000005845.2	GCA_000356745.1
GCA_002855615.1	GCA_000007445.1	GCA_000010485.1
GCA_002855635.1	GCA_000007445.1	GCA_000010485.1
GCA_002855655.1	GCA_000007445.1	GCA_000010485.1
GCA_002855675.1	GCA_000007445.1	GCA_000010485.1
GCA_002855695.1	GCA_000007445.1	GCA_000010485.1
GCA_002855715.1	GCA_000007445.1	GCA_000010485.1
GCA_002855735.1	GCA_000005845.2	GCA_000010385.1
GCA_002859105.1	GCA_000007445.1	GCA_000013305.1
GCA_002860085.1	GCA_000005845.2	GCA_000010385.1
GCA_002860105.1	GCA_000005845.2	GCA_000005845.2
GCA_002861205.1	GCA_000007445.1	GCA_000013305.1
GCA_002861225.1	GCA_000007445.1	GCA_000013305.1
GCA_002861245.1	GCA_000007445.1	GCA_000326265.1
GCA_002861265.1	GCA_000007445.1	GCA_000007445.1
GCA_002863665.1	GCA_000005845.2	GCA_000194215.2
GCA_002863685.1	GCA_000005845.2	GCA_000194215.2
GCA_002863845.1	GCA_000007445.1	GCA_000026305.1
GCA_002863885.1	GCA_000005845.2	GCA_000194215.2
GCA_002870165.1	GCA_000005845.2	GCA_000005845.2
GCA_002871135.2	GCA_000005845.2	GCA_000010385.1
GCA_002872125.1	GCA_000005845.2	GCA_000005845.2
GCA_002872145.1	GCA_000005845.2	GCA_000005845.2
GCA_002872175.1	GCA_000005845.2	GCA_000005845.2
GCA_002872235.1	GCA_000005845.2	GCA_000017765.1
GCA_002879735.1	GCA_000005845.2	GCA_000005845.2
GCA_002879795.2	GCA_000007445.1	GCA_000007445.1
GCA_002879805.2	GCA_000007445.1	GCA_000007445.1
GCA_002879975.1	GCA_000005845.2	GCA_000005845.2
GCA_002885725.2	GCA_000019645.1	GCA_000026345.1
GCA_002885775.1	GCA_000026325.1	GCA_002227705.1
GCA_002885795.1	GCA_000026325.1	GCA_002227705.1
GCA_002885875.1	GCA_000007445.1	GCA_000010485.1
GCA_002886245.1	GCA_000007445.1	GCA_000010485.1
GCA_002886285.1	GCA_000007445.1	GCA_000326265.1
GCA_002886295.1	GCA_000007445.1	GCA_000010485.1
GCA_002886325.1	GCA_000007445.1	GCA_000010485.1
GCA_002886425.1	GCA_000026325.1	GCA_000026325.1
GCA_002886445.1	GCA_000007445.1	GCA_000010485.1
GCA_002886465.1	GCA_000007445.1	GCA_000010485.1
GCA_002886475.1	GCA_000007445.1	GCA_000010485.1
GCA_002886525.1	GCA_000007445.1	GCA_000010485.1
GCA_002886545.1	GCA_000007445.1	GCA_000010485.1
GCA_002886645.1	GCA_000005845.2	GCA_000010385.1
GCA_002886725.1	GCA_000007445.1	GCA_000010485.1
GCA_002886745.1	GCA_000007445.1	GCA_000010485.1
GCA_002886755.1	GCA_000007445.1	GCA_000010485.1
GCA_002886765.1	GCA_000007445.1	GCA_000007445.1
GCA_002886825.1	GCA_000007445.1	GCA_000010485.1
GCA_002886885.1	GCA_000005845.2	GCA_000010385.1
GCA_002886915.1	GCA_000007445.1	GCA_000010485.1
GCA_002887005.1	GCA_000007445.1	GCA_000014845.1
GCA_002887015.1	GCA_000007445.1	GCA_000010485.1
GCA_002887045.1	GCA_000007445.1	GCA_000010485.1
GCA_002887055.1	GCA_000019645.1	GCA_000474825.1
GCA_002887125.1	GCA_000005845.2	GCA_000010385.1
GCA_002887175.1	GCA_000007445.1	GCA_000010485.1
GCA_002887185.1	GCA_000007445.1	GCA_000010485.1
GCA_002887535.1	GCA_000005845.2	GCA_000017765.1
GCA_002887715.1	GCA_000007445.1	GCA_000013305.1
GCA_002888445.1	GCA_000007445.1	GCA_000295775.2
GCA_002888475.1	GCA_000007445.1	GCA_000295775.2
GCA_002888495.2	GCA_000019645.1	GCA_000026345.1
GCA_002888515.1	GCA_000007445.1	GCA_000295775.2
GCA_002888525.1	GCA_000007445.1	GCA_000013305.1
GCA_002891455.1	GCA_000005845.2	GCA_000010385.1
GCA_002893905.2	GCA_000005845.2	GCA_000164215.1
GCA_002895285.1	GCA_000026325.1	GCA_002154805.1
GCA_002895295.1	GCA_000026325.1	GCA_000351385.1
GCA_002895325.1	GCA_000007445.1	GCA_000010485.1
GCA_002895335.1	GCA_000026325.1	GCA_000351385.1
GCA_002895365.1	GCA_000007445.1	GCA_000013305.1
GCA_002896405.1	GCA_000005845.2	GCA_000005845.2
GCA_002899475.1	GCA_000005845.2	GCA_000010385.1
GCA_002899495.1	GCA_000005845.2	GCA_000005845.2
GCA_002899515.1	GCA_000005845.2	GCA_000005845.2
GCA_002899535.1	GCA_000005845.2	GCA_000005845.2
GCA_002900305.1	GCA_000007445.1	GCA_000007445.1
GCA_002901285.1	GCA_000026325.1	GCA_000351385.1
GCA_002901295.1	GCA_000019645.1	GCA_000474825.1
GCA_002901325.1	GCA_000190955.1	GCA_000687125.1
GCA_002901385.1	GCA_000005845.2	GCA_000017765.1
GCA_002903105.1	GCA_000005845.2	GCA_000164235.1
GCA_002903125.1	GCA_000005845.2	GCA_000005845.2
GCA_002906315.1	GCA_000005845.2	GCA_000010385.1
GCA_002906325.1	GCA_000005845.2	GCA_000010385.1
GCA_002906355.1	GCA_000005845.2	GCA_000010385.1
GCA_002906365.1	GCA_000005845.2	GCA_000010385.1
GCA_002909125.1	GCA_000005845.2	GCA_000010385.1
GCA_002909465.1	GCA_000007445.1	GCA_000014845.1
GCA_002909505.1	GCA_000005845.2	GCA_000010385.1
GCA_002909515.1	GCA_000005845.2	GCA_000010385.1
GCA_002909525.1	GCA_000005845.2	GCA_000010385.1
GCA_002909565.1	GCA_000005845.2	GCA_000005845.2
GCA_002909585.1	GCA_000005845.2	GCA_000005845.2
GCA_002911215.1	GCA_000007445.1	GCA_000014845.1
GCA_002911225.1	GCA_000007445.1	GCA_000014845.1
GCA_002911255.1	GCA_000007445.1	GCA_000014845.1
GCA_002911265.1	GCA_000007445.1	GCA_000014845.1
GCA_002911295.1	GCA_000007445.1	GCA_000014845.1
GCA_002911315.1	GCA_000007445.1	GCA_000014845.1
GCA_002911325.1	GCA_000007445.1	GCA_000007445.1
GCA_002911335.1	GCA_000007445.1	GCA_000007445.1
GCA_002911375.1	GCA_000007445.1	GCA_000014845.1
GCA_002911395.1	GCA_000007445.1	GCA_000014845.1
GCA_002911415.1	GCA_000007445.1	GCA_000014845.1
GCA_002911435.1	GCA_000007445.1	GCA_000007445.1
GCA_002915085.1	GCA_000005845.2	GCA_000010385.1
GCA_002915105.1	GCA_000171935.1	GCA_000006665.1
GCA_002915115.1	GCA_000005845.2	GCA_000194395.2
GCA_002916665.1	GCA_000171935.1	GCA_000461675.1
GCA_002917255.1	GCA_000026325.1	GCA_000026325.1
GCA_002917295.1	GCA_000005845.2	GCA_000005845.2
GCA_002917315.1	GCA_000005845.2	GCA_000166555.2
GCA_002917355.1	GCA_000005845.2	GCA_000010385.1
GCA_002917415.1	GCA_000005845.2	GCA_000005845.2
GCA_002917435.1	GCA_000005845.2	GCA_000176575.2
GCA_002917455.1	GCA_000005845.2	GCA_000005845.2
GCA_002917475.1	GCA_000005845.2	GCA_000005845.2
GCA_002917485.1	GCA_000005845.2	GCA_002917485.1
GCA_002917515.1	GCA_000026325.1	GCA_000297235.1
GCA_002917535.1	GCA_000005845.2	GCA_000005845.2
GCA_002917545.1	GCA_000005845.2	GCA_000005845.2
GCA_002917555.1	GCA_000005845.2	GCA_000005845.2
GCA_002917615.1	GCA_000005845.2	GCA_002227505.1
GCA_002917625.1	GCA_000005845.2	GCA_000005845.2
GCA_002917665.1	GCA_000005845.2	GCA_000166555.2
GCA_002917695.1	GCA_000005845.2	GCA_000005845.2
GCA_002917705.1	GCA_000005845.2	GCA_000010385.1
GCA_002918005.1	GCA_000176695.2	GCA_000176695.2
GCA_002918015.1	GCA_000005845.2	GCA_000010385.1
GCA_002918065.1	GCA_000007445.1	GCA_000010485.1
GCA_002918075.1	GCA_000005845.2	GCA_000176575.2
GCA_002918085.1	GCA_000005845.2	GCA_000010385.1
GCA_002918095.1	GCA_000005845.2	GCA_000010385.1
GCA_002918145.1	GCA_000005845.2	GCA_000164215.1
GCA_002918155.1	GCA_000026325.1	GCA_002227705.1
GCA_002918165.1	GCA_000005845.2	GCA_000010385.1
GCA_002918175.1	GCA_000026325.1	GCA_002227705.1
GCA_002918255.1	GCA_000005845.2	GCA_000005845.2
GCA_002918265.1	GCA_000005845.2	GCA_000005845.2
GCA_002918305.1	GCA_000005845.2	GCA_000005845.2
GCA_002918325.1	GCA_000005845.2	GCA_000005845.2
GCA_002918355.1	GCA_000005845.2	GCA_000005845.2
GCA_002918765.1	GCA_000007445.1	GCA_000010485.1
GCA_002919645.1	GCA_000005845.2	GCA_000005845.2
GCA_002920005.1	GCA_000005845.2	GCA_000005845.2
GCA_002922925.1	GCA_000005845.2	GCA_000005845.2
GCA_002923415.1	GCA_000005845.2	GCA_000010745.1
GCA_002923435.1	GCA_000005845.2	GCA_000010385.1
GCA_002923455.1	GCA_000005845.2	GCA_000010385.1
GCA_002923475.1	GCA_000005845.2	GCA_000010765.1
GCA_002923495.1	GCA_000005845.2	GCA_000010765.1
GCA_002923515.1	GCA_000005845.2	GCA_000010765.1
GCA_002923535.1	GCA_000005845.2	GCA_000010765.1
GCA_002923555.1	GCA_000005845.2	GCA_000010385.1
GCA_002923575.1	GCA_000005845.2	GCA_000010765.1
GCA_002923595.1	GCA_000005845.2	GCA_000010385.1
GCA_002923615.1	GCA_000005845.2	GCA_000010765.1
GCA_002923635.1	GCA_000005845.2	GCA_000010385.1
GCA_002923655.1	GCA_000005845.2	GCA_000010385.1
GCA_002923675.1	GCA_000005845.2	GCA_000010385.1
GCA_002923695.1	GCA_000005845.2	GCA_000010385.1
GCA_002923715.1	GCA_000005845.2	GCA_000010765.1
GCA_002923735.1	GCA_000005845.2	GCA_000010765.1
GCA_002923815.1	GCA_000005845.2	GCA_000010765.1
GCA_002923855.1	GCA_000005845.2	GCA_000010385.1
GCA_002923875.1	GCA_000005845.2	GCA_000010385.1
GCA_002923895.1	GCA_000005845.2	GCA_000010385.1
GCA_002923915.1	GCA_000005845.2	GCA_000010765.1
GCA_002923945.1	GCA_000005845.2	GCA_000010385.1
GCA_002923965.1	GCA_000005845.2	GCA_000010385.1
GCA_002923985.1	GCA_000005845.2	GCA_000010385.1
GCA_002924005.1	GCA_000005845.2	GCA_000010385.1
GCA_002924025.1	GCA_000005845.2	GCA_000010765.1
GCA_002924045.1	GCA_000005845.2	GCA_000010765.1
GCA_002924065.1	GCA_000005845.2	GCA_000010385.1
GCA_002924085.1	GCA_000005845.2	GCA_000010765.1
GCA_002924105.1	GCA_000005845.2	GCA_000010765.1
GCA_002924125.1	GCA_000005845.2	GCA_000010385.1
GCA_002924145.1	GCA_000005845.2	GCA_000010385.1
GCA_002924165.1	GCA_000005845.2	GCA_000010385.1
GCA_002924185.1	GCA_000005845.2	GCA_000010765.1
GCA_002924205.1	GCA_000005845.2	GCA_000010385.1
GCA_002924225.1	GCA_000005845.2	GCA_000010385.1
GCA_002924245.1	GCA_000005845.2	GCA_000010765.1
GCA_002925525.1	GCA_000026325.1	GCA_000350785.1
GCA_002925925.1	GCA_000026325.1	GCA_002233385.1
GCA_002926955.1	GCA_000019645.1	GCA_000474825.1
GCA_002926975.1	GCA_000019645.1	GCA_000474825.1
GCA_002927655.1	GCA_000019645.1	GCA_000474825.1
GCA_002927665.1	GCA_000019645.1	GCA_000474825.1
GCA_002927695.1	GCA_000019645.1	GCA_000474825.1
GCA_002927715.1	GCA_000019645.1	GCA_000474825.1
GCA_002927735.1	GCA_000019645.1	GCA_000474825.1
GCA_002927755.1	GCA_000019645.1	GCA_000474825.1
GCA_002928595.1	GCA_000005845.2	GCA_000010385.1
GCA_002928605.1	GCA_000026325.1	GCA_000351385.1
GCA_002928655.1	GCA_000005845.2	GCA_000010385.1
GCA_002929195.1	GCA_000005845.2	GCA_000164215.1
GCA_002930245.1	GCA_000005845.2	GCA_000010385.1
GCA_002930255.1	GCA_000005845.2	GCA_000005845.2
GCA_002930285.1	GCA_000005845.2	GCA_000460255.1
GCA_002930295.1	GCA_000005845.2	GCA_000010385.1
GCA_002930325.1	GCA_000007445.1	GCA_000014845.1
GCA_002930345.1	GCA_000176695.2	GCA_000176695.2
GCA_002930365.1	GCA_000007445.1	GCA_000010485.1
GCA_002930375.1	GCA_000007445.1	GCA_000326445.1
GCA_002930405.1	GCA_000007445.1	GCA_000010485.1
GCA_002930735.1	GCA_000019645.1	GCA_002232595.1
GCA_002934025.1	GCA_000005845.2	GCA_000005845.2
GCA_002934895.1	GCA_000005845.2	GCA_000164235.1
GCA_002941065.1	GCA_000005845.2	GCA_000005845.2
GCA_002941115.1	GCA_000005845.2	GCA_000355415.1
GCA_002941165.1	GCA_000005845.2	GCA_000005845.2
GCA_002941185.1	GCA_000005845.2	GCA_000010385.1
GCA_002941205.1	GCA_000005845.2	GCA_000010385.1
GCA_002941225.1	GCA_000005845.2	GCA_000010385.1
GCA_002941245.1	GCA_000007445.1	GCA_000007445.1
GCA_002941265.1	GCA_000005845.2	GCA_000005845.2
GCA_002941285.1	GCA_000005845.2	GCA_000460255.1
GCA_002941305.1	GCA_000005845.2	GCA_000164215.1
GCA_002941325.1	GCA_000005845.2	GCA_000005845.2
GCA_002941345.1	GCA_000005845.2	GCA_000005845.2
GCA_002941365.1	GCA_000005845.2	GCA_000010385.1
GCA_002941385.1	GCA_000005845.2	GCA_000005845.2
