Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
CUEN23-1_SAMEA111331033_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331033_ISOG-scaffold_20;CUEN23-1_SAMEA111331033_ISOG-scaffold_20;CUEN23-1_SAMEA111331033_ISOG-scaffold_17;	26373-27632;23158-24220;108491-109540;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331034_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331034_ISOG-scaffold_19;CUEN23-1_SAMEA111331034_ISOG-scaffold_19;CUEN23-1_SAMEA111331034_ISOG-scaffold_16;	26375-27634;23160-24222;108491-109540;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331035_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331035_ISOG-scaffold_19;CUEN23-1_SAMEA111331035_ISOG-scaffold_19;CUEN23-1_SAMEA111331035_ISOG-scaffold_16;	89737-90996;93149-94211;108491-109540;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331036_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331036_ISOG-scaffold_18;CUEN23-1_SAMEA111331036_ISOG-scaffold_18;CUEN23-1_SAMEA111331036_ISOG-scaffold_15;	89737-90996;93149-94211;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331037_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331037_ISOG-scaffold_19;CUEN23-1_SAMEA111331037_ISOG-scaffold_19;CUEN23-1_SAMEA111331037_ISOG-scaffold_16;	89737-90996;93149-94211;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331038_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331038_ISOG-scaffold_19;CUEN23-1_SAMEA111331038_ISOG-scaffold_19;CUEN23-1_SAMEA111331038_ISOG-scaffold_16;	89737-90996;93149-94211;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331039_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331039_ISOG-scaffold_20;CUEN23-1_SAMEA111331039_ISOG-scaffold_20;CUEN23-1_SAMEA111331039_ISOG-scaffold_17;	89737-90996;93149-94211;38884-39933;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331040_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331040_ISOG-scaffold_18;CUEN23-1_SAMEA111331040_ISOG-scaffold_18;CUEN23-1_SAMEA111331040_ISOG-scaffold_16;	26373-27632;23158-24220;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331041_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331041_ISOG-scaffold_19;CUEN23-1_SAMEA111331041_ISOG-scaffold_19;CUEN23-1_SAMEA111331041_ISOG-scaffold_16;	89737-90996;93149-94211;108491-109540;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331042_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331042_ISOG-scaffold_19;CUEN23-1_SAMEA111331042_ISOG-scaffold_19;CUEN23-1_SAMEA111331042_ISOG-scaffold_15;	89737-90996;93149-94211;108491-109540;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331043_ISOG.scaffolds.min200	-	O117/O107	H4	O117/O107:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O117-1-wzx-origin;O117-3-wzy-origin;H4-2-fliC-origin;	99.918;100;100;	100;100;100;	CUEN23-1_SAMEA111331043_ISOG-scaffold_4;CUEN23-1_SAMEA111331043_ISOG-scaffold_4;CUEN23-1_SAMEA111331043_ISOG-scaffold_9;	259162-260379;260372-261694;113258-114307;	1218;1323;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 8:O107/O117 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331044_ISOG.scaffolds.min200	-	O7	H6	O7:H6	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O7-10-wzx;O7-32-wzy;H6-17-fliC;	99.93;100;99.637;	100;100;100;	CUEN23-1_SAMEA111331044_ISOG-scaffold_5;CUEN23-1_SAMEA111331044_ISOG-scaffold_5;CUEN23-1_SAMEA111331044_ISOG-scaffold_3;	251715-253145;256401-257551;20476-22122;	1431;1151;1653;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331045_ISOG.scaffolds.min200	-	O8	H25	O8:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331045_ISOG-scaffold_32;CUEN23-1_SAMEA111331045_ISOG-scaffold_32;CUEN23-1_SAMEA111331045_ISOG-scaffold_12;	40925-41719;39711-40925;46897-48228;	795;1215;1332;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331046_ISOG.scaffolds.min200	-	O23	H45	O23:H45	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O23-1-wzx-origin;O23-2-wzy-origin;H45-3-fliC;	100;100;97.891;	100;100;100;	CUEN23-1_SAMEA111331046_ISOG-scaffold_6;CUEN23-1_SAMEA111331046_ISOG-scaffold_6;CUEN23-1_SAMEA111331046_ISOG-scaffold_6;	127331-128536;129375-130400;10280-11986;	1206;1026;1707;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331047_ISOG.scaffolds.min200	-	O9	H10	O9:H10	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:0.6;	O9-14-wzm;O9-19-wzt;H10-4-fliC;	100;100;100;	100;100;60;	CUEN23-1_SAMEA111331047_ISOG-scaffold_31;CUEN23-1_SAMEA111331047_ISOG-scaffold_31;CUEN23-1_SAMEA111331047_ISOG-scaffold_10;	36302-37087;35004-36299;157874-158634;	786;1296;761;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331048_ISOG.scaffolds.min200	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-3-wzx;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331048_ISOG-scaffold_3;CUEN23-1_SAMEA111331048_ISOG-scaffold_3;CUEN23-1_SAMEA111331048_ISOG-scaffold_4;	24027-25253;20755-21759;186200-187957;	1227;1005;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331049_ISOG.scaffolds.min200	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331049_ISOG-scaffold_3;CUEN23-1_SAMEA111331049_ISOG-scaffold_3;CUEN23-1_SAMEA111331049_ISOG-scaffold_8;	395007-396269;397981-398943;111545-113332;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331050_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331050_ISOG-scaffold_5;CUEN23-1_SAMEA111331050_ISOG-scaffold_5;CUEN23-1_SAMEA111331050_ISOG-scaffold_2;	352712-353971;356124-357186;386710-387759;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331051_ISOG.scaffolds.min200	-	O8	H9	O8:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O8-5-wzx-origin;O8-7-wzy-origin;H9-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331051_ISOG-scaffold_1;CUEN23-1_SAMEA111331051_ISOG-scaffold_1;CUEN23-1_SAMEA111331051_ISOG-scaffold_1;	190825-192012;189594-190835;307490-309502;	1188;1242;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331052_ISOG.scaffolds.min200	-	O8	H25	O8:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331052_ISOG-scaffold_36;CUEN23-1_SAMEA111331052_ISOG-scaffold_36;CUEN23-1_SAMEA111331052_ISOG-scaffold_11;	37143-37937;35929-37143;19920-21251;	795;1215;1332;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331053_ISOG.scaffolds.min200	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331053_ISOG-scaffold_4;CUEN23-1_SAMEA111331053_ISOG-scaffold_4;CUEN23-1_SAMEA111331053_ISOG-scaffold_8;	367582-368829;369940-371106;93134-94443;	1248;1167;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331054_ISOG.scaffolds.min200	-	O117/O107	H4	O117/O107:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O117-1-wzx-origin;O117-3-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331054_ISOG-scaffold_3;CUEN23-1_SAMEA111331054_ISOG-scaffold_3;CUEN23-1_SAMEA111331054_ISOG-scaffold_10;	32980-34197;31665-32987;113258-114307;	1218;1323;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 8:O107/O117 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331055_ISOG.scaffolds.min200	-	O15	H1	O15:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H1-11-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331055_ISOG-scaffold_19;CUEN23-1_SAMEA111331055_ISOG-scaffold_19;CUEN23-1_SAMEA111331055_ISOG-scaffold_12;	32764-34008;30553-31731;91009-92796;	1245;1179;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331056_ISOG.scaffolds.min200	-	O45	H7	O45:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O45-2-wzx-origin;O45-5-wzy-origin;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331056_ISOG-scaffold_16;CUEN23-1_SAMEA111331056_ISOG-scaffold_16;CUEN23-1_SAMEA111331056_ISOG-scaffold_1;	44346-45608;42298-43389;385701-387458;	1263;1092;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331057_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331057_ISOG-scaffold_18;CUEN23-1_SAMEA111331057_ISOG-scaffold_18;CUEN23-1_SAMEA111331057_ISOG-scaffold_16;	26373-27632;23158-24220;108491-109540;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331058_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331058_ISOG-scaffold_9;CUEN23-1_SAMEA111331058_ISOG-scaffold_9;CUEN23-1_SAMEA111331058_ISOG-scaffold_16;	33684-34943;30469-31531;97190-98239;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331059_ISOG.scaffolds.min200	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331059_ISOG-scaffold_12;CUEN23-1_SAMEA111331059_ISOG-scaffold_12;CUEN23-1_SAMEA111331059_ISOG-scaffold_1;	68659-69897;66576-67763;838500-839810;	1239;1188;1311;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331060_ISOG.scaffolds.min200	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331060_ISOG-scaffold_3;CUEN23-1_SAMEA111331060_ISOG-scaffold_3;CUEN23-1_SAMEA111331060_ISOG-scaffold_2;	83747-84982;85024-86355;32365-34029;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331061_ISOG.scaffolds.min200	-	O1	H25	O1:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H25-14-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331061_ISOG-scaffold_10;CUEN23-1_SAMEA111331061_ISOG-scaffold_10;CUEN23-1_SAMEA111331061_ISOG-scaffold_2;	51518-52744;48246-49250;60944-62263;	1227;1005;1320;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331062_ISOG.scaffolds.min200	-	O153	H2	O153:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H2-6-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331062_ISOG-scaffold_1;CUEN23-1_SAMEA111331062_ISOG-scaffold_1;CUEN23-1_SAMEA111331062_ISOG-scaffold_2;	502831-504009;500696-501874;386551-388039;	1179;1179;1489;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331063_ISOG.scaffolds.min200	-	O8	H25	O8:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331063_ISOG-scaffold_30;CUEN23-1_SAMEA111331063_ISOG-scaffold_30;CUEN23-1_SAMEA111331063_ISOG-scaffold_15;	45734-46528;44520-45734;23199-24530;	795;1215;1332;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331064_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331064_ISOG-scaffold_1;CUEN23-1_SAMEA111331064_ISOG-scaffold_1;CUEN23-1_SAMEA111331064_ISOG-scaffold_2;	31853-33109;30510-31853;392795-394582;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331065_ISOG.scaffolds.min200	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-6-fliC-origin;	100;	100;	CUEN23-1_SAMEA111331065_ISOG-scaffold_1;	148515-150272;	1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331066_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331066_ISOG-scaffold_2;CUEN23-1_SAMEA111331066_ISOG-scaffold_2;CUEN23-1_SAMEA111331066_ISOG-scaffold_1;	31853-33109;30510-31853;392795-394582;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331067_ISOG.scaffolds.min200	-	O4	H1	O4:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H1-3-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331067_ISOG-scaffold_2;CUEN23-1_SAMEA111331067_ISOG-scaffold_2;CUEN23-1_SAMEA111331067_ISOG-scaffold_1;	392188-393426;394322-395509;175140-176927;	1239;1188;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331068_ISOG.scaffolds.min200	-	O117/O107	H4	O117/O107:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O117-1-wzx-origin;O117-3-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331068_ISOG-scaffold_1;CUEN23-1_SAMEA111331068_ISOG-scaffold_1;CUEN23-1_SAMEA111331068_ISOG-scaffold_10;	32980-34197;31665-32987;112869-113918;	1218;1323;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 8:O107/O117 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331069_ISOG.scaffolds.min200	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331069_ISOG-scaffold_19;CUEN23-1_SAMEA111331069_ISOG-scaffold_19;CUEN23-1_SAMEA111331069_ISOG-scaffold_1;	51312-52574;48638-49600;408598-410244;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331070_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331070_ISOG-scaffold_15;CUEN23-1_SAMEA111331070_ISOG-scaffold_15;CUEN23-1_SAMEA111331070_ISOG-scaffold_1;	75854-77110;77110-78453;483329-485116;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331071_ISOG.scaffolds.min200	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331071_ISOG-scaffold_2;CUEN23-1_SAMEA111331071_ISOG-scaffold_2;CUEN23-1_SAMEA111331071_ISOG-scaffold_1;	52799-54061;50125-51087;441422-443068;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331072_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331072_ISOG-scaffold_3;CUEN23-1_SAMEA111331072_ISOG-scaffold_3;CUEN23-1_SAMEA111331072_ISOG-scaffold_1;	365436-366692;366692-368035;195453-197240;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331073_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331073_ISOG-scaffold_2;CUEN23-1_SAMEA111331073_ISOG-scaffold_2;CUEN23-1_SAMEA111331073_ISOG-scaffold_3;	386194-387453;389606-390668;38925-39974;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331074_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;99.915;100;	100;100;100;	CUEN23-1_SAMEA111331074_ISOG-scaffold_1;CUEN23-1_SAMEA111331074_ISOG-scaffold_1;CUEN23-1_SAMEA111331074_ISOG-scaffold_10;	402354-403598;404631-405809;127712-129376;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331075_ISOG.scaffolds.min200	-	O46	H31	O46:H31	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O46-5-wzx;O46-8-wzy;H31-2-fliC-origin;	100;99.912;100;	100;100;100;	CUEN23-1_SAMEA111331075_ISOG-scaffold_5;CUEN23-1_SAMEA111331075_ISOG-scaffold_5;CUEN23-1_SAMEA111331075_ISOG-scaffold_3;	392020-393152;394225-395363;452232-453899;	1133;1140;1668;	v1.0 (11-03-2020)	High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331076_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331076_ISOG-scaffold_3;CUEN23-1_SAMEA111331076_ISOG-scaffold_3;CUEN23-1_SAMEA111331076_ISOG-scaffold_13;	124134-125393;120919-121981;97192-98241;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331077_ISOG.scaffolds.min200	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331077_ISOG-scaffold_3;CUEN23-1_SAMEA111331077_ISOG-scaffold_3;CUEN23-1_SAMEA111331077_ISOG-scaffold_1;	358089-359324;356716-358047;120337-122001;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331078_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;99.666;	100;100;100;	CUEN23-1_SAMEA111331078_ISOG-scaffold_2;CUEN23-1_SAMEA111331078_ISOG-scaffold_2;CUEN23-1_SAMEA111331078_ISOG-scaffold_1;	400823-402079;402079-403422;190953-192746;	1257;1344;1794;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331079_ISOG.scaffolds.min200	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331079_ISOG-scaffold_1;CUEN23-1_SAMEA111331079_ISOG-scaffold_1;CUEN23-1_SAMEA111331079_ISOG-scaffold_2;	31861-33117;30518-31861;124675-126342;	1257;1344;1668;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331080_ISOG.scaffolds.min200	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331080_ISOG-scaffold_1;CUEN23-1_SAMEA111331080_ISOG-scaffold_1;CUEN23-1_SAMEA111331080_ISOG-scaffold_2;	484227-485489;487201-488163;124675-126321;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331081_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331081_ISOG-scaffold_3;CUEN23-1_SAMEA111331081_ISOG-scaffold_3;CUEN23-1_SAMEA111331081_ISOG-scaffold_14;	30344-31603;27129-28191;97191-98240;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331082_ISOG.scaffolds.min200	-	-	H17	-:H17	-	Based on 1 allele(s)	fliC:1;	H17-4-fliC;	100;	100;	CUEN23-1_SAMEA111331082_ISOG-scaffold_1;	122832-123881;	1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331083_ISOG.scaffolds.min200	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331083_ISOG-scaffold_1;CUEN23-1_SAMEA111331083_ISOG-scaffold_1;CUEN23-1_SAMEA111331083_ISOG-scaffold_7;	527249-528505;528505-529848;115827-117494;	1257;1344;1668;	v1.0 (11-03-2020)	-
